attendance,home_initial,vis_initial,score_starter_home,score_bench_home,score_starter_vis,score_bench_vis,recovery_time,perform,def_perf_home,off_perf_home,def_perf_vis,off_perf_vis,class,frac_season,day_hour,ref1,ref2,ref3,home_temp,travel_miles
21017,PHI,MIA,85.35058598808598,39.38818466725422,71.48527408757823,49.63842738371788,2.0,34.0,98.0,112.33333333333331,106.0,103.33333333333331,0,0.18181818181818185,19.5,Tony Brown,Brian Forte,Suyash Mehta,38.64,1019.4
19432,CLE,POR,56.138983050847465,52.07501063264221,81.13681235370156,35.77656727876142,3.0,32.333333333333336,108.66666666666669,100.66666666666669,120.66666666666669,112.33333333333331,0,0.18181818181818185,20.0,John Butler,Pat Fraher,Gediminas Petraitis,34.08,2054.9
17794,MEM,LAL,58.586653575680934,52.67384725757608,76.94574314574317,43.011791056865995,5.0,15.333333333333336,118.0,105.66666666666669,116.66666666666669,120.66666666666669,0,0.18181818181818185,20.0,Kostas Antetokounmpo,Avery Bradley,DeMarcus Cousins,46.0,1603.2
17585,MIL,DET,73.00124650881388,44.23135885458333,62.753304469275434,56.015178897063464,3.0,29.66666666666667,111.33333333333331,121.66666666666669,107.33333333333331,95.0,0,0.18181818181818185,20.5,Scott Foster,Courtney Kirkland,Justin Van Duyne,37.5,253.0
18306,UTA,NOP,69.18371273712737,52.07547672016526,69.99247234247234,56.34159345084929,3.0,14.0,113.66666666666669,114.33333333333331,119.33333333333331,112.66666666666669,1,0.18181818181818185,21.0,Brent Barnaky,Eric Lewis,Derek Richardson,37.83,1433.9
18055,HOU,DAL,93.10456870502388,34.54123445067424,66.64860430283225,61.058088485000255,4.0,43.66666666666666,115.66666666666669,122.0,115.0,115.33333333333331,1,0.1875,15.5,Derrick Collins,Mitchell Ervin,Sean Wright,,224.4
18770,NYK,BRK,55.68585133033351,54.25068453859437,55.42542839105339,30.32235264735265,3.0,15.0,106.33333333333331,109.33333333333331,104.33333333333331,104.33333333333331,0,0.1875,18.0,Mark Lindsay,Natalie Sago,Ben Taylor,,5.2
15885,WAS,SAC,68.21497646555413,62.42619688654172,65.52363782051282,39.51837414672568,4.0,16.666666666666668,121.0,123.0,107.0,102.33333333333331,0,0.1875,18.0,Mark Ayotte,J.B. DeRosa,Tyler Ford,35.63,2377.5
19520,DEN,PHO,76.44851097178685,49.35153334872675,52.9582869855395,73.71670523016388,3.0,14.333333333333332,97.0,105.66666666666669,111.33333333333331,106.66666666666669,1,0.1875,20.0,Nick Buchert,Sean Corbin,Brett Nansel,44.49,585.7
19068,LAC,NOP,69.47423223321587,56.764555640438005,69.99247234247234,56.34159345084929,3.0,22.333333333333336,110.66666666666669,121.0,127.66666666666669,117.66666666666669,1,0.1875,21.0,Tony Brothers,Jason Goldenberg,Rodney Mott,59.17,1672.7
17143,CLE,BRK,56.138983050847465,52.07501063264221,55.42542839105339,32.505960705960696,3.0,24.333333333333336,108.66666666666669,103.66666666666669,106.0,109.33333333333331,0,0.19318181818181807,19.0,Leroy Richardson,Kevin Scott,Michael Smith,41.21,408.5
14695,DET,ORL,68.17638139235235,66.53126343696601,51.990232240437145,33.05714285714286,4.0,30.0,103.66666666666669,115.0,109.0,97.0,0,0.19318181818181807,19.0,Tyler Ford,Tre Maddox,Phenizee Ransom,44.46,955.3
15141,IND,MEM,77.90169982073047,42.0742497691584,58.586653575680934,52.67384725757608,4.0,26.0,107.33333333333331,106.66666666666669,117.33333333333331,115.33333333333331,1,0.19318181818181807,19.0,James Capers Jr.,J.T. Orr,Justin Van Duyne,38.29,449.9
16218,ATL,MIN,72.73008409215305,36.9385586395728,74.64738475383635,50.666096043308,4.0,20.666666666666668,126.33333333333331,118.66666666666669,109.66666666666669,119.0,1,0.19318181818181807,19.5,Kevin Cutler,Courtney Kirkland,Dedric Taylor,53.75,907.5
19156,BOS,SAC,68.75903043318749,25.40463207510893,65.52363782051282,39.51837414672568,4.0,11.666666666666664,113.66666666666669,119.66666666666669,108.33333333333331,104.0,0,0.19318181818181807,19.5,Tony Brown,Marat Kogut,Matt Myers,47.13,2631.4
19600,MIA,CHO,71.48527408757823,49.63842738371788,72.45417877142016,46.70231008087064,4.0,25.666666666666664,98.0,116.66666666666669,114.33333333333331,103.0,0,0.19318181818181807,19.5,David Guthrie,Jenna Schroeder,Scott Wall,68.13,652.3
19800,TOR,PHI,75.98521434016719,26.39055460986382,85.35058598808598,47.20497724967181,4.0,22.333333333333336,96.33333333333331,115.33333333333331,107.66666666666669,109.66666666666669,0,0.19318181818181807,19.5,John Goble,Ben Taylor,C.J. Washington,40.87,335.7
18776,CHI,POR,55.00815742397138,55.06131179439575,93.9048625804194,39.287205576633774,4.0,23.0,107.33333333333331,103.66666666666669,113.66666666666669,116.66666666666669,0,0.19318181818181807,20.0,Brian Forte,Ken Mauer,Jonathan Sterling,34.64,1759.3
17385,MIL,UTA,73.00124650881388,41.47586434908882,69.18371273712737,37.010960591133006,4.0,14.0,112.33333333333331,121.0,108.0,109.0,1,0.19318181818181807,20.0,Karl Lane,Haywoode Workman,Zach Zarba,37.36,1241.3
18498,SAS,LAL,67.92586035057529,56.54960698774947,76.94574314574317,43.011791056865995,4.0,14.0,116.0,109.66666666666669,113.0,117.66666666666669,0,0.19318181818181807,20.5,Ray Acosta,Curtis Blair,Eric Lewis,65.75,1203.5
18064,GSW,OKC,43.7183615819209,61.189655211183045,71.29610190575707,47.38503162515338,6.0,22.0,109.0,101.66666666666669,99.66666666666669,98.33333333333331,0,0.19318181818181807,22.5,Brent Barnaky,Tony Brothers,Jason Goldenberg,54.67,1389.0
20407,DAL,LAC,66.64860430283225,61.058088485000255,69.47423223321587,56.764555640438005,4.0,38.0,103.0,128.0,111.0,111.33333333333331,0,0.19886363636363635,20.5,Eric Dalen,Brian Forte,Gediminas Petraitis,66.96,1240.3
18673,DEN,WAS,76.44851097178685,49.35153334872675,68.21497646555413,61.90767836802318,4.0,18.666666666666664,100.0,109.66666666666669,119.33333333333331,120.66666666666669,1,0.19886363636363635,21.0,Pat Fraher,Derek Richardson,Scott Twardoski,70.65,1492.7
19156,BOS,BRK,87.9641235953817,33.392642361190575,55.42542839105339,32.505960705960696,4.0,10.333333333333332,115.0,121.33333333333331,109.33333333333331,107.0,1,0.20454545454545456,19.0,James Capers Jr.,Jonathan Sterling,Scott Wall,49.19,190.8
15535,CHO,DET,68.80030759380142,39.287215741248005,68.17638139235235,66.53126343696601,4.0,16.333333333333332,107.66666666666669,108.66666666666669,105.0,93.33333333333331,0,0.20454545454545456,19.0,Karl Lane,J.T. Orr,Tom Washington,55.83,504.2
17712,CLE,ORL,73.76398305084746,34.45001063264221,51.990232240437145,34.68214285714286,4.0,17.333333333333332,109.33333333333331,106.66666666666669,106.0,103.33333333333331,1,0.20454545454545456,19.0,Scott Foster,Ben Taylor,C.J. Washington,41.8,893.8
17027,IND,UTA,77.90169982073047,42.0742497691584,79.58822886615962,41.67096059113301,4.0,22.333333333333336,107.33333333333331,119.33333333333331,112.66666666666669,107.66666666666669,1,0.20454545454545456,19.0,Sean Corbin,Marat Kogut,Ashley Moyer-Gleich,35.29,1014.6
20592,PHI,SAC,85.35058598808598,39.8362272496718,65.52363782051282,39.51837414672568,4.0,17.333333333333332,93.66666666666669,108.33333333333331,102.0,102.0,0,0.20454545454545456,19.0,Nick Buchert,Jacyn Goble,James Williams,51.61,2458.0
19800,TOR,NYK,75.98521434016719,26.39055460986382,63.578983198465366,46.3575526704625,5.0,24.333333333333336,97.0,113.33333333333331,118.33333333333331,101.33333333333331,1,0.20454545454545456,19.5,J.B. DeRosa,Tyler Ford,Tre Maddox,43.59,342.5
18055,HOU,MIA,80.48918408963925,33.23354214298193,67.31860742091156,65.07782132311183,5.0,26.333333333333336,117.66666666666669,124.0,112.66666666666669,103.33333333333331,1,0.20454545454545456,20.0,Brandon Adair,Curtis Blair,Kevin Scott,,968.2
16721,MEM,LAC,58.586653575680934,52.673847257576064,45.79148713517665,80.4473007384772,3.0,19.0,114.66666666666669,107.33333333333331,116.66666666666669,120.66666666666669,1,0.20454545454545456,20.0,Ray Acosta,Kevin Cutler,Kane Fitzgerald,53.0,1603.2
17525,MIL,ATL,73.00124650881386,53.36109162181611,72.73008409215306,36.9385586395728,4.0,17.0,103.33333333333331,112.33333333333331,120.33333333333331,102.0,0,0.20454545454545456,20.0,Andy Nagy,Michael Smith,Josh Tiven,18.44,668.4
18354,SAS,MIN,67.92586035057529,57.317464130606616,74.64738475383635,57.19942937664134,4.0,18.33333333333333,116.0,107.0,105.33333333333331,116.66666666666669,0,0.20454545454545456,20.5,Nate Green,Ed Malloy,Gediminas Petraitis,59.0,1110.0
14123,PHO,WAS,60.26898308061589,50.90600913508747,68.21497646555413,62.95504678907583,4.0,16.666666666666668,121.0,112.66666666666669,124.66666666666669,121.66666666666669,1,0.20454545454545456,21.0,Tony Brothers,Courtney Kirkland,Leon Wood,56.87,1981.8
18626,NOP,LAL,69.99247234247234,65.5638156730715,76.94574314574317,43.011791056865995,5.0,17.333333333333336,106.0,111.0,107.33333333333331,112.33333333333331,1,0.20454545454545456,21.5,Derrick Collins,Dedric Taylor,Zach Zarba,43.39,1672.7
19870,POR,OKC,93.9048625804194,39.287205576633774,71.29610190575707,47.38503162515338,4.0,23.0,115.33333333333331,122.0,115.0,108.66666666666669,1,0.20454545454545456,22.0,Mark Lindsay,Rodney Mott,Phenizee Ransom,42.5,1486.7
18064,GSW,CHI,44.29717295142995,64.01084384167399,57.9334065934066,58.10828484718277,4.0,19.666666666666664,98.33333333333331,100.33333333333331,114.33333333333331,107.0,0,0.20454545454545456,22.5,Mousa Dagher,Pat Fraher,Aaron Smith,46.96,1859.4
17732,BRK,BOS,55.42542839105339,36.65568598068598,87.9641235953817,33.392642361190575,4.0,11.666666666666668,98.33333333333331,109.66666666666669,105.0,101.0,0,0.2159090909090909,12.0,Brent Barnaky,J.B. DeRosa,Tom Washington,27.29,190.8
15006,DET,CHO,68.17638139235235,66.53126343696601,68.80030759380142,34.32888240791467,4.0,13.333333333333332,100.33333333333331,112.66666666666669,116.33333333333331,109.33333333333331,0,0.2159090909090909,19.0,Marc Davis,Brett Nansel,Gediminas Petraitis,34.28,504.2
17014,ORL,TOR,61.08563453928774,38.32380952380952,75.98521434016716,25.14055460986382,4.0,24.66666666666667,106.66666666666669,106.33333333333331,103.0,103.66666666666669,0,0.2159090909090909,19.0,Ed Malloy,Evan Scott,Michael Smith,67.5,1047.8
19432,CLE,MIL,73.76398305084746,34.45001063264221,73.00124650881388,51.262459143183634,4.0,15.0,114.33333333333331,106.66666666666669,112.66666666666669,123.0,1,0.2159090909090909,19.5,David Guthrie,Tre Maddox,Ashley Moyer-Gleich,31.54,336.2
18109,NYK,PHI,63.578983198465394,46.3575526704625,73.92333818106844,26.631927437641725,4.0,17.666666666666668,105.0,100.0,97.0,103.66666666666669,0,0.2159090909090909,19.5,Jason Goldenberg,Scott Wall,Sean Wright,44.69,80.5
15827,IND,ATL,77.90169982073046,42.074249769158406,72.73008409215305,36.9385586395728,4.0,18.0,106.66666666666669,117.33333333333331,114.66666666666669,103.0,0,0.2159090909090909,20.0,Derrick Collins,Kane Fitzgerald,Matt Myers,32.77,687.2
16605,MEM,UTA,58.586653575680934,52.67384725757608,79.58822886615962,41.803460591132996,4.0,18.33333333333333,111.0,107.0,112.33333333333331,107.66666666666669,0,0.2159090909090909,20.0,Curtis Blair,Tony Brown,Mitchell Ervin,45.88,1249.7
19600,MIA,GSW,71.48527408757825,60.91115465644515,44.29717295142995,40.9219549527851,4.0,25.66666666666667,101.66666666666669,121.0,125.66666666666669,102.66666666666669,1,0.2159090909090909,20.0,Sean Corbin,Eric Lewis,Dedric Taylor,74.25,2594.5
18203,OKC,NOP,71.29610190575707,45.58503162515338,69.99247234247234,65.5638156730715,4.0,19.666666666666668,117.66666666666669,121.0,123.66666666666669,111.0,0,0.2159090909090909,20.0,Ray Acosta,Jacyn Goble,Ken Mauer,49.3,576.8
18354,SAS,LAC,72.66666494827645,52.57665953290547,69.47423223321587,58.80301717889954,4.0,19.666666666666664,108.0,104.0,108.33333333333331,110.66666666666669,0,0.2159090909090909,20.5,John Goble,Simone Jelks,Scott Twardoski,63.14,1203.5
18055,PHO,DAL,60.72136403299685,46.95362818270653,66.64860430283225,61.058088485000255,5.0,21.0,128.0,122.0,114.0,120.0,1,0.2159090909090909,21.0,Mousa Dagher,Pat Fraher,Mark Lindsay,51.74,886.4
20139,POR,CHI,93.9048625804194,39.287205576633774,57.4614177978884,53.294559356986674,4.0,28.33333333333333,112.0,116.33333333333331,108.66666666666669,103.0,0,0.2159090909090909,22.0,Mark Ayotte,Courtney Kirkland,Derek Richardson,35.5,1759.3
18997,LAL,WAS,76.94574314574314,43.011791056865995,68.21497646555413,62.95504678907583,4.0,26.333333333333336,103.66666666666669,119.66666666666669,124.66666666666669,115.66666666666669,1,0.2159090909090909,22.5,Kevin Cutler,Rodney Mott,Phenizee Ransom,45.48,2299.2
17583,SAC,DEN,65.52363782051282,39.51837414672568,76.44851097178685,49.35153334872675,7.0,12.666666666666668,104.0,106.66666666666669,104.0,109.33333333333331,0,0.2215909090909091,17.0,Kevin Scott,Aaron Smith,Leon Wood,50.56,889.0
20517,PHI,IND,81.27246098808598,33.16229181011136,77.90169982073047,42.074249769158406,2.0,12.666666666666668,97.66666666666669,109.66666666666669,105.33333333333331,111.0,1,0.2215909090909091,19.0,Brent Barnaky,Tony Brothers,Natalie Sago,38.04,911.2
18055,HOU,ATL,80.0904429840016,37.33122224066203,66.86149136149136,32.28990999092416,4.0,42.33333333333333,118.66666666666669,132.66666666666666,124.66666666666669,105.66666666666669,1,0.2215909090909091,20.0,John Goble,Karl Lane,Leroy Richardson,75.89,701.8
17550,MIL,CHO,67.51763995143682,59.16995914318363,68.8003075938014,45.39784792515605,2.0,34.66666666666667,105.33333333333331,123.33333333333331,120.33333333333331,102.0,1,0.2215909090909091,20.0,Eric Dalen,Tyler Ford,James Williams,31.88,658.8
17026,BRK,MIA,55.42542839105339,29.922352647352646,71.48527408757823,60.91115465644515,4.0,16.0,104.33333333333331,111.33333333333331,112.0,101.0,0,0.2272727272727273,15.0,Scott Twardoski,Haywoode Workman,Zach Zarba,23.58,1086.3
12276,MIN,MEM,74.64738475383635,59.81125733363059,45.55777188328912,29.384727309727307,6.0,17.0,106.0,100.0,116.66666666666669,116.0,1,0.2272727272727273,15.5,John Butler,Pat Fraher,Courtney Kirkland,61.07,699.0
18005,NYK,BOS,52.66150068098285,57.27503518794502,87.96412359538172,33.392642361190575,4.0,22.66666666666667,105.66666666666669,100.0,104.0,104.0,0,0.2272727272727273,15.5,Matt Boland,Ashley Moyer-Gleich,Josh Tiven,49.8,190.5
18997,LAL,DAL,76.94574314574317,43.011791056865995,66.64860430283224,61.058088485000255,4.0,25.333333333333336,108.0,112.33333333333331,112.0,123.66666666666669,0,0.2272727272727273,16.0,Mark Ayotte,Tony Brown,Derek Richardson,51.38,1240.3
14270,DET,SAS,65.95270393986135,75.14967773156228,59.055734564411786,50.17579746393994,4.0,31.333333333333336,98.66666666666669,114.0,117.0,104.33333333333331,1,0.2272727272727273,17.0,Brian Forte,Scott Foster,C.J. Washington,38.95,1238.4
15427,NOP,OKC,78.7746151996152,56.78167281592865,71.29610190575707,45.58503162515338,4.0,12.333333333333336,108.33333333333331,109.66666666666669,112.33333333333331,108.66666666666669,0,0.2272727272727273,17.0,Sean Corbin,J.B. DeRosa,Sean Wright,23.58,576.8
15052,ORL,GSW,61.08563453928774,33.990476190476194,44.29717295142995,40.92195495278509,4.0,19.33333333333333,102.33333333333331,102.66666666666669,111.66666666666669,103.33333333333331,0,0.2272727272727273,18.0,Brandon Adair,James Capers Jr.,Scott Wall,71.68,2441.6
18132,TOR,UTA,75.98521434016716,43.41055460986382,79.58822886615962,42.24790503557745,4.0,34.33333333333333,101.33333333333331,119.0,115.0,105.0,1,0.2272727272727273,18.0,Marc Davis,Brett Nansel,Gediminas Petraitis,31.71,1669.0
19068,LAC,WAS,69.47423223321587,59.12301717889954,68.21497646555413,62.95504678907582,4.0,30.666666666666664,117.66666666666669,135.33333333333334,135.66666666666666,122.66666666666669,1,0.2272727272727273,22.5,Mark Lindsay,Kevin Scott,Aaron Smith,51.38,2299.2
11221,CHO,PHO,68.80030759380142,45.39784792515604,60.26898308061589,46.11055458963293,5.0,23.0,108.66666666666669,107.0,106.0,104.33333333333331,0,0.23295454545454544,19.0,David Guthrie,Tre Maddox,Natalie Sago,45.25,1782.6
20208,PHI,UTA,81.27246098808598,35.60818466725422,79.58822886615962,42.24790503557745,3.0,18.666666666666664,100.33333333333331,106.33333333333331,109.0,102.33333333333331,0,0.23295454545454544,19.0,Kane Fitzgerald,Ben Taylor,Justin Van Duyne,36.28,1925.0
14278,ATL,GSW,68.00354038726131,43.07527722522767,39.673917137476465,45.545210766738606,3.0,39.66666666666666,107.66666666666669,111.0,108.66666666666669,93.33333333333331,0,0.23295454545454544,19.5,Jason Goldenberg,Scott Twardoski,Tom Washington,56.75,2140.1
11919,MEM,IND,38.869623735140976,56.62180930150586,77.90169982073047,42.0742497691584,3.0,15.666666666666668,113.66666666666669,105.66666666666669,103.0,116.0,1,0.23295454545454544,20.0,Karl Lane,Ken Mauer,Jonathan Sterling,42.46,449.9
17385,MIL,NYK,79.20053671568951,49.98706237893093,46.398342786246005,51.174556719045505,3.0,51.0,95.33333333333331,126.66666666666669,122.33333333333331,96.66666666666669,1,0.23295454545454544,20.0,Ray Acosta,Brian Forte,Eric Lewis,46.42,734.6
17257,SAC,CHI,65.52363782051282,45.35664907934024,57.4614177978884,53.294559356986674,5.0,13.666666666666668,108.66666666666669,108.66666666666669,105.66666666666669,102.0,0,0.23295454545454544,22.0,Tony Brown,Mark Lindsay,J.T. Orr,37.92,1793.8
17504,CLE,DET,73.76398305084746,39.97501063264222,65.95270393986135,75.14967773156228,6.0,41.33333333333333,120.66666666666669,102.66666666666669,100.0,106.0,1,0.23863636363636365,19.0,Nick Buchert,John Conley,Zach Zarba,29.75,90.1
13159,WAS,ORL,76.14036464865556,43.44291396659818,61.08563453928774,41.305952380952384,4.0,24.0,119.33333333333331,117.0,109.0,110.33333333333331,1,0.23863636363636365,19.0,Brent Barnaky,Brett Nansel,Josh Tiven,22.3,755.8
14664,NOP,DAL,78.63175805675806,56.92452995878581,66.64860430283224,61.058088485000255,4.0,23.666666666666664,113.0,103.66666666666669,103.33333333333331,117.33333333333331,0,0.23863636363636365,19.5,Tony Brothers,Eric Dalen,Tyler Ford,22.3,442.7
19800,TOR,MIA,79.32961993457276,59.145004370629366,71.48527408757825,54.17041391570442,4.0,23.0,109.66666666666669,122.0,111.0,112.66666666666669,1,0.23863636363636365,19.5,Kane Fitzgerald,Marat Kogut,Andy Nagy,30.92,1233.3
18354,SAS,HOU,59.055734564411786,66.18758991677015,92.7058275993862,34.9399755563119,5.0,34.666666666666664,114.33333333333331,114.33333333333331,120.66666666666669,115.66666666666669,1,0.23863636363636365,20.5,John Butler,James Capers Jr.,Kevin Scott,54.96,189.7
19658,DEN,LAL,76.44851097178685,49.35153334872675,76.94574314574317,43.011791056865995,5.0,23.333333333333336,104.33333333333331,109.66666666666669,103.33333333333331,111.0,0,0.23863636363636365,21.0,Mousa Dagher,Michael Smith,James Williams,42.26,831.2
19068,LAC,POR,69.47423223321587,59.123017178899524,93.9048625804194,35.14190643133462,6.0,32.0,110.33333333333331,133.66666666666666,107.0,106.0,0,0.23863636363636365,22.0,Derrick Collins,Scott Foster,Jacyn Goble,57.92,825.2
14355,CHO,GSW,68.80030759380142,50.35618125848937,52.2843669250646,56.02364986803934,4.0,35.0,100.33333333333331,104.0,103.33333333333331,88.66666666666669,0,0.24431818181818185,19.0,Ken Mauer,Aaron Smith,Jonathan Sterling,47.42,2302.1
15742,DET,MIL,59.16698965414706,81.93539201727657,84.68414327306655,51.25511793448649,3.0,66.66666666666667,111.66666666666669,114.0,113.33333333333331,127.0,1,0.24431818181818185,19.0,Matt Boland,Pat Fraher,Scott Twardoski,34.88,253.0
15176,ORL,PHO,61.08563453928773,35.615476190476194,60.26898308061589,50.90600913508749,3.0,17.0,100.0,103.66666666666669,116.0,109.0,1,0.24431818181818185,19.0,Sean Corbin,Courtney Kirkland,C.J. Washington,55.44,1845.8
15694,ATL,BRK,66.17157541736529,43.97232156020303,55.42542839105339,29.922352647352646,5.0,34.666666666666664,111.33333333333331,111.66666666666669,115.0,116.0,1,0.24431818181818185,19.5,Nick Buchert,Ed Malloy,Suyash Mehta,53.08,746.2
19156,BOS,MIA,78.00855451443223,43.34821144214006,71.48527408757823,54.17041391570442,4.0,22.0,101.66666666666669,112.0,109.33333333333331,107.66666666666669,0,0.24431818181818185,19.5,Karl Lane,Derek Richardson,Sean Wright,35.63,1255.7
15017,CHI,MEM,57.4614177978884,50.794559356986674,48.38873962522461,47.102693411422216,4.0,15.333333333333336,110.66666666666669,102.66666666666669,113.0,109.33333333333331,0,0.24431818181818185,20.0,Simone Jelks,Ben Taylor,Tom Washington,28.32,482.2
18203,OKC,IND,71.29610190575707,52.59192817687751,77.90169982073047,42.074249769158406,5.0,12.666666666666668,113.66666666666669,112.0,107.66666666666669,113.33333333333331,0,0.24431818181818185,20.0,Eric Lewis,Leroy Richardson,Scott Wall,48.83,492.8
19671,DAL,MIN,66.64860430283224,61.058088485000276,78.82597712920294,54.29933162493069,4.0,23.0,109.66666666666669,121.0,111.66666666666669,117.33333333333331,1,0.24431818181818185,20.5,Brandon Adair,David Guthrie,J.T. Orr,56.6,862.7
18306,UTA,LAL,77.68396057347671,30.322905035577445,76.94574314574317,43.011791056865995,3.0,34.0,116.66666666666669,112.33333333333331,100.66666666666669,113.33333333333331,0,0.24431818181818185,21.0,Derrick Collins,Scott Foster,Jacyn Goble,29.78,579.4
19393,POR,SAC,93.9048625804194,35.14190643133462,65.52363782051282,33.02780810898984,3.0,18.666666666666664,112.66666666666669,123.33333333333331,109.0,103.0,1,0.24431818181818185,22.0,Kevin Cutler,Mousa Dagher,James Williams,44.13,482.7
16554,WAS,PHI,68.45943371772464,55.71559454191034,81.27246098808598,39.38818466725422,5.0,18.666666666666664,117.66666666666669,115.0,105.0,103.33333333333331,1,0.25,19.0,Mitchell Ervin,Jason Goldenberg,Sean Wright,31.06,124.0
18171,NYK,DEN,63.578983198465366,54.4464415593514,76.44851097178685,49.35153334872675,5.0,46.33333333333333,114.33333333333331,97.0,102.0,119.0,1,0.25,19.5,Eric Dalen,Marc Davis,Dedric Taylor,54.79,1631.2
19800,TOR,HOU,79.32961993457276,57.54691824622746,92.7058275993862,34.939975556311886,4.0,33.333333333333336,116.66666666666669,116.33333333333331,122.0,123.66666666666669,1,0.25,19.5,Pat Fraher,Mark Lindsay,Natalie Sago,,1301.3
15607,NOP,PHO,78.63175805675806,56.92452995878579,60.26898308061589,50.90600913508747,3.0,19.0,121.33333333333331,111.0,121.33333333333331,120.66666666666669,1,0.25,20.0,John Butler,James Capers Jr.,Michael Smith,31.06,1315.8
15075,CHO,BRK,68.80030759380142,45.39784792515604,55.42542839105339,29.922352647352646,4.0,16.333333333333332,103.66666666666669,104.66666666666669,114.33333333333331,117.0,0,0.2556818181818182,19.0,Curtis Blair,Brett Nansel,Josh Tiven,46.54,530.4
18446,CLE,ORL,56.138983050847465,39.97501063264221,61.08563453928773,39.680952380952384,5.0,25.0,113.0,97.0,103.66666666666669,112.0,0,0.2556818181818182,19.0,Brian Forte,Nate Green,Karl Lane,31.2,893.8
14894,DET,IND,65.95270393986135,68.75494088945703,77.90169982073047,46.6342497691584,4.0,30.33333333333333,108.66666666666669,114.33333333333331,104.0,108.33333333333331,0,0.2556818181818182,19.0,Tony Brothers,Jacyn Goble,Aaron Smith,37.61,488.3
19156,BOS,DEN,87.96412359538172,33.392642361190575,76.44851097178685,49.35153334872675,3.0,33.333333333333336,99.33333333333331,113.66666666666669,100.0,107.0,0,0.2556818181818182,20.0,Mark Lindsay,Ed Malloy,Justin Van Duyne,33.77,1769.7
18841,CHI,GSW,57.4614177978884,40.49768435698667,52.2843669250646,56.02364986803934,4.0,19.33333333333333,105.33333333333331,99.33333333333331,102.66666666666669,90.0,0,0.2556818181818182,20.0,Lauren Holtkamp-Sterling,Eric Lewis,Gediminas Petraitis,25.13,1859.4
19600,MIA,WAS,71.48527408757823,44.83708058237108,68.45943371772464,31.41033138401559,3.0,20.33333333333333,102.66666666666669,117.0,129.0,110.33333333333331,0,0.2556818181818182,20.0,Courtney Kirkland,Ken Mauer,Leroy Richardson,69.29,922.6
18203,OKC,MIN,73.09526857242375,44.848055627857896,67.93112464960468,45.95643022161376,4.0,16.333333333333332,112.66666666666669,116.0,120.33333333333331,118.0,1,0.2556818181818182,20.0,Mark Ayotte,Scott Foster,Haywoode Workman,52.42,693.0
17732,MIL,LAC,84.68414327306655,51.25511793448649,69.47423223321587,59.123017178899524,5.0,56.33333333333333,91.66666666666669,129.33333333333334,115.0,103.0,0,0.2556818181818182,20.5,Kane Fitzgerald,Jonathan Sterling,Ben Taylor,33.74,1743.7
18354,SAS,SAC,72.66666494827645,52.57665953290547,65.52363782051282,45.09209881478997,5.0,18.666666666666668,111.33333333333331,115.66666666666669,109.66666666666669,103.66666666666669,0,0.2556818181818182,20.5,Matt Boland,J.B. DeRosa,David Guthrie,62.4,1457.8
19912,POR,LAL,93.9048625804194,35.14190643133462,76.94574314574317,43.011791056865995,4.0,37.0,118.33333333333331,115.66666666666669,101.66666666666669,120.66666666666669,1,0.2556818181818182,22.5,John Goble,Tre Maddox,Leon Wood,44.63,825.2
19456,DAL,NOP,66.64860430283225,61.058088485000276,78.63175805675806,56.92452995878578,5.0,49.33333333333334,104.0,116.66666666666669,124.33333333333331,99.0,0,0.26136363636363635,14.0,Nick Buchert,Sean Corbin,Ashley Moyer-Gleich,52.21,442.7
19110,NYK,IND,63.578983198465394,51.25199711490695,70.9821595908454,32.66045666571012,3.0,32.33333333333333,115.33333333333331,99.66666666666669,103.66666666666669,104.0,0,0.26136363636363635,19.5,Simone Jelks,J.T. Orr,Tom Washington,58.83,961.9
20844,PHI,CLE,63.523182488807485,35.80564498471453,73.76398305084746,39.97501063264221,3.0,49.33333333333334,101.33333333333331,121.0,136.0,98.33333333333331,1,0.26136363636363635,19.5,Kevin Cutler,Jenna Schroeder,Josh Tiven,36.13,359.0
18055,HOU,PHO,93.10456870502388,34.54123445067424,60.26898308061589,50.90600913508748,4.0,15.0,109.33333333333331,130.0,125.0,120.66666666666669,1,0.26136363636363635,20.0,Tony Brown,Jason Goldenberg,Marat Kogut,61.72,1016.1
18306,UTA,MEM,75.5089605734767,33.240960591132996,48.3887396252246,52.7067612080324,6.0,27.333333333333336,117.66666666666669,116.66666666666669,113.0,108.66666666666669,1,0.26136363636363635,22.0,John Goble,Suyash Mehta,Scott Wall,32.15,1249.7
16679,BRK,DEN,55.42542839105339,40.409532134532135,76.44851097178685,50.565819063012455,4.0,25.0,106.0,107.66666666666669,101.66666666666669,108.66666666666669,0,0.2670454545454545,15.0,Derrick Collins,Courtney Kirkland,Leroy Richardson,21.67,1634.7
15489,CHO,ATL,68.8003075938014,50.388232540540656,72.59516345723242,46.430622131636284,6.0,29.666666666666664,108.0,105.66666666666669,123.33333333333331,112.33333333333331,1,0.2670454545454545,17.0,J.B. DeRosa,Gediminas Petraitis,Zach Zarba,42.88,226.6
19600,MIA,CHI,71.48527408757825,44.83708058237108,57.4614177978884,50.794559356986674,4.0,15.666666666666668,104.33333333333331,114.66666666666669,107.66666666666669,107.0,0,0.2670454545454545,18.0,Ray Acosta,Mark Ayotte,C.J. Washington,73.75,1188.0
